POLYID,DRAWORD,POINT_X,POINT_Y
2, 110, 474727.903477, 4977872.16629
2, 111, 474742.201531, 4977886.46519
2, 112, 474756.49916, 4977907.91419
2, 113, 474758.5418, 4977930.38451
2, 114, 474752.414306, 4977951.83308
2, 115, 474739.13672, 4977972.26076
2, 116, 474724.838666, 4977989.6249
2, 117, 474714.625891, 4978005.96602
2, 118, 474713.605848, 4978022.30884
2, 119, 474716.668531, 4978038.65039
2, 120, 474740.158891, 4978076.44178
2, 121, 474750.371666, 4978094.82554
2, 122, 474758.5418, 4978121.38199
2, 123, 474758.5418, 4978139.76702
2, 124, 474753.436477, 4978165.3013
2, 125, 474761.606611, 4978208.19887
2, 126, 474773.862026, 4978252.11903
2, 127, 474782.03216, 4978256.20431
2, 128, 474796.330215, 4978259.26827
2, 129, 474809.6078, 4978257.22563
2, 130, 474803.478178, 4978248.0329
2, 131, 474795.308044, 4978219.43424
2, 132, 474785.095269, 4978175.51492
2, 133, 474764.66972, 4978070.31301
2, 134, 474762.62708, 4978001.88116
2, 135, 474784.0748, 4977940.59813
2, 136, 474783.052629, 4977890.55047
2, 137, 474766.71236, 4977855.82389
2, 138, 474737.09408, 4977834.3749
2, 139, 474677.860074, 4977812.9259
2, 140, 474623.730965, 4977822.1182
2, 141, 474577.772416, 4977830.28876
2, 142, 474493.005409, 4977845.60984
2, 143, 474455.216995, 4977852.75993
2, 144, 474428.663951, 4977859.90875
2, 145, 474420.493391, 4977862.97356
2, 146, 474411.301086, 4977868.08016
2, 147, 474400.066991, 4977874.20893
2, 148, 474376.576631, 4977894.63661
2, 149, 474367.385177, 4977905.87155
2, 150, 474353.087122, 4977922.2131
2, 151, 474336.746853, 4977942.64077
2, 152, 474321.426628, 4977954.89704
2, 153, 474309.171213, 4977963.06845
2, 154, 474296.915799, 4977972.26076
2, 155, 474272.40497, 4977982.47481
2, 156, 474251.97857, 4977993.70975
2, 157, 474233.595661, 4978008.00993
2, 158, 474211.127472, 4978033.54379
2, 159, 474199.892101, 4978050.9075
2, 160, 474195.807247, 4978061.12028
2, 161, 474187.636687, 4978082.57055
2, 162, 474184.573152, 4978097.89078
2, 163, 474183.551832, 4978115.25322
2, 164, 474185.594472, 4978144.87362
2, 165, 474190.700647, 4978170.40875
2, 166, 474198.870781, 4978189.81383
2, 167, 474212.148792, 4978232.71182
2, 168, 474216.233647, 4978266.41836
2, 169, 474224.403781, 4978321.5722
2, 170, 474225.425101, 4978363.44887
2, 171, 474225.425101, 4978394.0906
2, 172, 474218.276287, 4978440.05212
2, 173, 474206.020021, 4978487.03625
2, 174, 474201.934741, 4978518.69887
2, 175, 474203.977381, 4978543.21183
2, 176, 474212.148792, 4978568.74568
2, 177, 474221.340247, 4978583.04458
2, 178, 474228.489061, 4978591.216
2, 179, 474234.616556, 4978597.34477
2, 180, 474244.82933, 4978606.53707
2, 181, 474263.212665, 4978615.7298
2, 182, 474280.575105, 4978624.92211
2, 183, 474289.766985, 4978627.98607
2, 184, 474555.304227, 4978627.98607
3, 186, 474911.73597, 4978627.98607
3, 187, 474920.928276, 4978613.68716
3, 188, 474931.14105, 4978591.216
3, 189, 474949.523959, 4978576.91709
3, 190, 474960.75933, 4978559.55295
3, 191, 474970.972105, 4978515.63406
3, 192, 474962.80197, 4978472.73607
3, 193, 474917.863465, 4978409.41082
3, 194, 474888.247312, 4978387.96183
3, 195, 474861.692141, 4978366.51283
3, 196, 474842.288764, 4978345.06383
3, 197, 474825.948495, 4978314.42253
3, 198, 474813.69308, 4978291.95221
3, 199, 474809.6078, 4978276.63199
3, 200, 474811.65044, 4978268.46058
3, 201, 474812.670909, 4978261.31091
3, 202, 474809.6078, 4978257.22563
3, 203, 474796.330215, 4978259.26827
3, 204, 474782.03216, 4978256.20431
3, 205, 474773.862026, 4978252.11903
3, 206, 474761.606611, 4978208.19887
3, 207, 474753.436477, 4978165.3013
3, 208, 474758.5418, 4978139.76702
3, 209, 474758.5418, 4978121.38199
3, 210, 474750.371666, 4978094.82554
3, 211, 474740.158891, 4978076.44178
3, 212, 474716.668531, 4978038.65039
3, 213, 474713.605848, 4978022.30884
3, 214, 474714.625891, 4978005.96602
3, 215, 474724.838666, 4977989.6249
3, 216, 474739.13672, 4977972.26076
3, 217, 474752.414306, 4977951.83308
3, 218, 474758.5418, 4977930.38451
3, 219, 474756.49916, 4977907.91419
3, 220, 474742.201531, 4977886.46519
3, 221, 474727.903477, 4977872.16629
3, 222, 474683.987568, 4977851.73861
3, 223, 474640.071659, 4977847.65248
3, 224, 474597.177921, 4977848.6738
3, 225, 474550.196776, 4977855.82389
3, 226, 474499.132903, 4977865.0162
3, 227, 474461.344489, 4977875.23025
3, 228, 474439.896769, 4977882.37906
3, 229, 474413.343726, 4977898.72146
3, 230, 474390.875537, 4977914.04169
3, 231, 474368.406071, 4977944.68426
3, 232, 474350.023162, 4977968.17462
3, 233, 474310.192533, 4977992.68843
3, 234, 474272.40497, 4978008.00993
3, 235, 474252.99989, 4978020.26492
3, 236, 474235.637876, 4978042.73652
3, 237, 474224.403781, 4978060.09896
3, 238, 474219.297607, 4978072.35565
3, 239, 474218.276287, 4978094.82554
3, 240, 474227.467741, 4978119.33935
3, 241, 474243.808436, 4978140.78834
3, 242, 474259.127385, 4978156.10857
3, 243, 474275.46893, 4978163.25866
3, 244, 474292.830519, 4978162.23734
3, 245, 474317.341348, 4978152.02371
3, 246, 474328.576293, 4978144.87362
3, 247, 474338.789068, 4978143.8523
3, 248, 474344.916988, 4978147.93843
3, 249, 474352.065802, 4978157.13116
3, 250, 474359.214617, 4978177.55756
3, 251, 474361.257257, 4978219.43424
3, 252, 474355.129762, 4978248.0329
3, 253, 474350.023162, 4978273.56718
3, 254, 474350.023162, 4978290.93089
3, 255, 474359.214617, 4978304.20848
3, 256, 474379.640166, 4978323.61484
3, 257, 474429.683995, 4978351.1926
3, 258, 474457.259635, 4978366.51283
3, 259, 474471.557689, 4978373.66292
3, 260, 474483.812678, 4978378.76909
3, 261, 474486.877489, 4978386.94051
3, 262, 474485.855318, 4978393.06928
3, 263, 474479.727823, 4978399.19677
3, 264, 474466.450238, 4978401.24026
3, 265, 474447.04686, 4978402.26073
3, 266, 474405.173166, 4978387.96183
3, 267, 474358.193297, 4978378.76909
3, 268, 474307.128573, 4978406.34686
3, 269, 474262.191345, 4978425.75322
3, 270, 474241.765796, 4978448.22354
3, 271, 474233.595661, 4978475.80088
3, 272, 474225.425101, 4978511.54878
3, 273, 474229.510381, 4978541.16919
3, 274, 474238.701836, 4978563.63908
3, 275, 474249.93593, 4978583.04458
3, 276, 474273.42629, 4978603.47226
3, 277, 474308.149893, 4978612.66499
3, 278, 474341.853028, 4978610.62235
3, 279, 474356.151082, 4978606.53707
3, 280, 474377.597951, 4978604.49443
3, 281, 474412.322406, 4978604.49443
3, 282, 474432.748806, 4978602.45222
3, 283, 474448.066903, 4978594.27953
3, 284, 474480.749995, 4978585.08808
3, 285, 474513.430958, 4978574.87445
3, 286, 474525.686372, 4978571.80964
3, 287, 474538.963958, 4978574.87445
3, 288, 474565.517001, 4978595.30213
3, 289, 474570.622325, 4978603.47226
3, 290, 474578.792885, 4978612.66499
3, 291, 474578.792885, 4978617.77202
3, 292, 474568.58011, 4978621.8573
3, 293, 474558.367336, 4978625.94258
3, 294, 474555.304227, 4978627.98607
3, 295, 474911.73597, 4978627.98607
4, 297, 476230.230302, 4978627.98607
4, 298, 476231.252473, 4978625.94258
4, 299, 476233.295113, 4978610.62235
4, 300, 476231.252473, 4978592.23732
4, 301, 476227.167193, 4978577.93841
4, 302, 476218.997058, 4978561.59686
4, 303, 476181.208644, 4978499.29251
4, 304, 476126.059917, 4978414.51827
4, 305, 476081.121412, 4978332.80757
4, 306, 476063.758546, 4978292.97353
4, 307, 476058.653223, 4978274.58935
4, 308, 476051.503132, 4978226.58433
4, 309, 476050.483088, 4978205.13533
4, 310, 476052.525728, 4978186.7503
4, 311, 476055.588412, 4978175.51492
4, 312, 476059.673692, 4978166.32262
4, 313, 476064.781143, 4978158.15121
4, 314, 476069.888168, 4978151.00239
4, 315, 476081.121412, 4978139.76702
4, 316, 476101.546961, 4978128.53208
4, 317, 476152.612961, 4978109.12572
4, 318, 476184.273455, 4978092.78332
4, 319, 476199.591978, 4978080.52663
4, 320, 476212.869564, 4978068.27037
4, 321, 476223.082338, 4978043.75784
4, 322, 476230.230302, 4978021.28752
4, 323, 476232.274644, 4978004.9447
4, 324, 476231.252473, 4977987.58226
4, 325, 476227.167193, 4977969.19722
4, 326, 476206.741644, 4977918.12782
4, 327, 476184.273455, 4977883.40123
4, 328, 476174.060681, 4977859.90875
4, 329, 476143.42023, 4977770.02791
4, 330, 476140.357546, 4977762.87781
4, 331, 476118.909826, 4977736.32264
4, 332, 476059.673692, 4977670.95476
4, 333, 476005.544583, 4977614.77918
4, 334, 475992.269125, 4977603.54423
4, 335, 475973.886216, 4977589.24405
4, 336, 475956.523351, 4977579.03128
4, 337, 475942.225296, 4977570.85902
4, 338, 475925.885027, 4977564.7311
4, 339, 475909.544333, 4977558.60147
4, 340, 475892.181893, 4977557.58143
4, 341, 475907.502118, 4977551.45351
4, 342, 475923.842387, 4977540.21856
4, 343, 475933.032991, 4977525.91838
4, 344, 475937.117845, 4977508.55594
4, 345, 475938.140442, 4977498.34104
4, 346, 475938.140442, 4977492.21312
4, 347, 475935.075631, 4977469.74323
4, 348, 475939.160485, 4977462.59314
4, 349, 475935.075631, 4977448.29296
4, 350, 475933.032991, 4977444.2081
4, 351, 475927.927667, 4977427.86528
4, 352, 475935.075631, 4977424.8026
4, 353, 475939.160485, 4977419.69514
4, 354, 475941.203125, 4977416.63033
4, 355, 475942.225296, 4977359.43471
4, 356, 475940.183082, 4977296.10904
4, 357, 475942.225296, 4977263.42382
4, 358, 475927.927667, 4977265.46646
4, 359, 475903.416838, 4977273.63872
4, 360, 475867.671064, 4977298.15168
4, 361, 475828.860478, 4977325.72945
4, 362, 475788.009381, 4977351.26245
4, 363, 475764.519021, 4977366.58438
4, 364, 475778.818777, 4977390.07516
4, 365, 475782.904057, 4977396.20266
4, 366, 475786.988912, 4977398.24742
4, 367, 475792.094235, 4977398.24742
4, 368, 475801.286966, 4977399.26747
4, 369, 475821.712515, 4977399.26747
4, 370, 475841.118021, 4977401.31011
4, 371, 475853.373009, 4977404.37492
4, 372, 475862.563613, 4977411.52501
4, 373, 475868.691533, 4977421.73778
4, 374, 475873.798558, 4977433.99533
4, 375, 475871.756344, 4977447.27291
4, 376, 475866.648893, 4977453.40041
4, 377, 475859.500929, 4977459.52833
4, 378, 475852.350838, 4977464.63578
4, 379, 475850.308198, 4977470.76327
4, 380, 475850.308198, 4977476.89289
4, 381, 475853.373009, 4977481.99822
4, 382, 475855.415649, 4977489.14831
4, 383, 475856.436118, 4977498.34104
4, 384, 475859.500929, 4977559.62407
4, 385, 475847.245515, 4977562.68888
4, 386, 475837.032741, 4977477.91336
4, 387, 475832.947461, 4977471.78544
4, 388, 475822.732558, 4977467.70059
4, 389, 475797.201686, 4977467.70059
4, 390, 475769.626472, 4977470.76327
4, 391, 475746.135686, 4977476.89289
4, 392, 475725.710137, 4977481.99822
4, 393, 475703.241948, 4977484.04299
4, 394, 475683.836868, 4977478.93553
4, 395, 475669.538814, 4977474.85068
4, 396, 475666.47613, 4977471.78544
4, 397, 475665.453959, 4977465.65795
4, 398, 475672.603625, 4977460.5505
4, 399, 475684.859039, 4977452.38036
4, 400, 475709.369868, 4977445.23027
4, 401, 475737.965552, 4977430.93052
4, 402, 475757.371057, 4977422.75996
4, 403, 475765.541192, 4977415.61029
4, 404, 475768.603875, 4977410.50284
4, 405, 475769.626472, 4977400.28794
4, 406, 475767.583832, 4977392.11738
4, 407, 475756.348461, 4977371.69013
4, 408, 475734.902868, 4977384.96771
4, 409, 475591.91977, 4977469.74323
4, 410, 475563.324087, 4977484.04299
4, 411, 475524.515204, 4977494.25576
4, 412, 475501.024844, 4977496.2984
4, 413, 475483.661978, 4977497.32057
4, 414, 475457.108935, 4977495.27623
4, 415, 475429.533295, 4977491.19095
4, 416, 475413.193026, 4977486.08563
4, 417, 475400.937612, 4977480.97817
4, 418, 475369.276692, 4977468.72063
4, 419, 475316.170179, 4977444.2081
4, 420, 475310.042685, 4977466.67799
4, 421, 475312.085325, 4977537.15375
4, 422, 475315.148008, 4977565.75156
4, 423, 475347.831099, 4977661.76203
4, 424, 475361.106557, 4977661.76203
4, 425, 475376.426783, 4977662.7825
4, 426, 475408.087277, 4977674.01957
4, 427, 475418.300052, 4977683.21017
4, 428, 475404.002423, 4977709.76747
4, 429, 475398.894972, 4977738.36528
4, 430, 475400.937612, 4977773.09187
4, 431, 475406.045063, 4977813.94722
4, 432, 475402.980252, 4977840.50367
4, 433, 475388.682197, 4977920.17046
4, 434, 475386.639557, 4977941.61945
4, 435, 475365.191837, 4977942.64077
4, 436, 475342.723648, 4977943.66209
4, 437, 475298.807739, 4977946.7269
4, 438, 475246.72127, 4977942.64077
4, 439, 475176.251893, 4977936.512
4, 440, 475150.72102, 4977946.7269
4, 441, 475124.165849, 4977963.06845
4, 442, 475078.2073, 4977979.41085
4, 443, 474993.440294, 4978004.9447
4, 444, 474962.80197, 4978075.42046
4, 445, 474941.353825, 4978112.18968
4, 446, 474908.672861, 4978146.91626
4, 447, 474881.097221, 4978179.60106
4, 448, 474856.586818, 4978201.0492
4, 449, 474803.478178, 4978248.0329
4, 450, 474809.6078, 4978257.22563
4, 451, 474815.73572, 4978249.05422
4, 452, 474824.925898, 4978238.84059
4, 453, 474838.203909, 4978227.60522
4, 454, 474848.416684, 4978213.30632
4, 455, 474860.671672, 4978203.09269
4, 456, 474879.055007, 4978188.79379
4, 457, 474899.480556, 4978169.38615
4, 458, 474922.970916, 4978142.83098
4, 459, 474941.353825, 4978121.38199
4, 460, 474960.75933, 4978104.01827
4, 461, 474975.056959, 4978091.762
4, 462, 474994.462465, 4978074.39914
4, 463, 475013.865843, 4978062.14287
4, 464, 475040.421014, 4978040.6926
4, 465, 475051.653831, 4978033.54379
4, 466, 475062.889203, 4978028.43633
4, 467, 475075.144617, 4978025.37237
4, 468, 475088.420075, 4978021.28752
4, 469, 475101.69766, 4978013.11611
4, 470, 475112.932606, 4978006.98734
4, 471, 475124.165849, 4977997.79503
4, 472, 475129.2733, 4977989.6249
4, 473, 475135.400795, 4977980.43217
4, 474, 475138.463904, 4977972.26076
4, 475, 475150.72102, 4977958.98317
4, 476, 475160.933795, 4977952.8544
4, 477, 475178.294533, 4977947.74822
4, 478, 475202.805361, 4977946.7269
4, 479, 475213.020264, 4977946.7269
4, 480, 475226.295721, 4977948.76954
4, 481, 475241.615947, 4977951.83308
4, 482, 475256.934045, 4977953.87572
4, 483, 475281.447001, 4977955.91921
4, 484, 475297.78727, 4977955.91921
4, 485, 475310.042685, 4977954.89704
4, 486, 475324.340739, 4977951.83308
4, 487, 475343.745819, 4977951.83308
4, 488, 475359.063917, 4977952.8544
4, 489, 475371.319332, 4977954.89704
4, 490, 475386.639557, 4977954.89704
4, 491, 475384.596917, 4977968.17462
4, 492, 475373.361972, 4977967.15458
4, 493, 475366.214008, 4977969.19722
4, 494, 475356.001234, 4977973.28208
4, 495, 475343.745819, 4977979.41085
4, 496, 475331.490405, 4977989.6249
4, 497, 475315.148008, 4978001.88116
4, 498, 475298.807739, 4978005.96602
4, 499, 475283.489641, 4978008.00993
4, 500, 475262.041496, 4978014.13743
4, 501, 475227.317893, 4978019.24488
4, 502, 475196.677441, 4978027.41501
4, 503, 475179.317129, 4978031.50029
4, 504, 475167.061715, 4978032.52247
4, 505, 475153.784129, 4978029.45765
4, 506, 475136.421264, 4978028.43633
4, 507, 475115.995715, 4978026.39369
4, 508, 475104.762471, 4978029.45765
4, 509, 475097.612806, 4978031.50029
4, 510, 475088.420075, 4978033.54379
4, 511, 475080.24994, 4978038.65039
4, 512, 475070.037166, 4978043.75784
4, 513, 475059.824391, 4978044.77873
4, 514, 475047.568977, 4978046.82137
4, 515, 475037.356203, 4978052.95014
4, 516, 475019.993337, 4978067.24905
4, 517, 475009.780563, 4978078.48442
4, 518, 475000.589959, 4978089.71936
4, 519, 474989.355014, 4978099.93299
4, 520, 474979.142239, 4978110.14704
4, 521, 474965.864654, 4978115.25322
4, 522, 474954.63141, 4978120.36067
4, 523, 474946.461276, 4978129.5534
4, 524, 474936.248501, 4978143.8523
4, 525, 474929.09841, 4978148.95975
4, 526, 474922.970916, 4978156.10857
4, 527, 474904.588007, 4978175.51492
4, 528, 474888.247312, 4978188.79379
4, 529, 474875.991898, 4978199.00656
4, 530, 474858.629458, 4978213.30632
4, 531, 474851.479367, 4978223.52037
4, 532, 474845.351447, 4978231.69178
4, 533, 474834.118629, 4978241.90455
4, 534, 474822.883684, 4978250.07554
4, 535, 474812.670909, 4978261.31091
4, 536, 474819.820575, 4978272.54586
4, 537, 474877.012367, 4978236.79795
4, 538, 474911.73597, 4978216.37028
4, 539, 475010.802734, 4978104.01827
4, 540, 475050.633788, 4978064.18509
4, 541, 475076.16466, 4978049.88533
4, 542, 475377.447252, 4978047.84269
4, 543, 475375.406739, 4978062.14287
4, 544, 475374.384143, 4978131.59604
4, 545, 475371.319332, 4978148.95975
4, 546, 475367.234052, 4978168.36611
4, 547, 475346.808503, 4978230.66918
4, 548, 475345.788459, 4978248.0329
4, 549, 475348.851143, 4978268.46058
4, 550, 475357.021277, 4978289.90957
4, 551, 475367.234052, 4978300.12362
4, 552, 475377.447252, 4978308.29461
4, 553, 475395.832288, 4978318.50738
4, 554, 475415.23524, 4978322.59352
4, 555, 475481.619338, 4978315.44385
4, 556, 475495.91952, 4978318.50738
4, 557, 475507.152338, 4978324.63616
4, 558, 475522.472564, 4978337.91502
4, 559, 475528.600484, 4978350.17043
4, 560, 475531.663167, 4978363.44887
4, 561, 475527.577887, 4978404.30422
4, 562, 475527.577887, 4978424.7319
4, 563, 475533.705807, 4978458.43716
4, 564, 475557.196167, 4978489.07846
4, 565, 475586.814447, 4978517.6767
4, 566, 475610.302679, 4978519.71891
4, 567, 475636.85785, 4978517.6767
4, 568, 475656.261228, 4978508.48397
4, 569, 475663.411319, 4978503.37779
4, 570, 475681.794228, 4978484.99233
4, 571, 475769.626472, 4978355.27788
4, 572, 475782.904057, 4978330.76493
4, 573, 475792.094235, 4978307.27244
4, 574, 475800.264795, 4978277.65331
4, 575, 475798.222155, 4978259.26827
4, 576, 475797.201686, 4978225.56301
4, 577, 475805.372246, 4978205.13533
4, 578, 475815.585021, 4978192.87864
4, 579, 475824.775198, 4978186.7503
4, 580, 475836.010569, 4978184.70766
4, 581, 475856.436118, 4978185.72898
4, 582, 475879.926478, 4978194.92128
4, 583, 475898.309387, 4978209.22019
4, 584, 475921.799747, 4978235.77663
4, 585, 475935.075631, 4978256.20431
4, 586, 475942.225296, 4978269.4819
4, 587, 475950.395856, 4978290.93089
4, 588, 475956.523351, 4978313.40121
4, 589, 475988.183845, 4978425.75322
4, 590, 475995.331808, 4978479.88616
4, 591, 475996.354405, 4978559.55295
4, 592, 475991.246954, 4978607.55839
4, 593, 475986.141631, 4978627.98607
4, 594, 476039.248143, 4978627.98607
4, 595, 476043.332997, 4978607.55839
4, 596, 476045.375637, 4978561.59686
4, 597, 476037.205503, 4978517.6767
4, 598, 476026.992728, 4978465.58598
4, 599, 476011.674631, 4978425.75322
4, 600, 476000.439259, 4978382.85523
4, 601, 475988.183845, 4978339.95766
4, 602, 475976.948899, 4978304.20848
4, 603, 475958.565991, 4978257.22563
4, 604, 475935.075631, 4978221.47688
4, 605, 475908.522162, 4978194.92128
4, 606, 475881.969118, 4978172.45139
4, 607, 475855.415649, 4978164.27998
4, 608, 475831.925289, 4978164.27998
4, 609, 475807.414461, 4978175.51492
4, 610, 475794.136875, 4978190.83643
4, 611, 475776.776137, 4978234.75531
4, 612, 475762.476381, 4978253.1395
4, 613, 475742.050832, 4978264.37445
4, 614, 475722.645326, 4978274.58935
4, 615, 475709.369868, 4978274.58935
4, 616, 475693.029174, 4978271.52454
4, 617, 475678.731545, 4978262.33181
4, 618, 475667.496174, 4978261.31091
4, 619, 475659.326039, 4978269.4819
4, 620, 475658.303868, 4978279.69595
4, 621, 475660.346508, 4978299.1023
4, 622, 475666.47613, 4978321.5722
4, 623, 475672.603625, 4978343.02119
4, 624, 475685.879508, 4978352.21392
4, 625, 475694.049643, 4978362.42755
4, 626, 475697.114454, 4978377.74777
4, 627, 475698.134923, 4978391.02536
4, 628, 475689.964363, 4978405.32554
4, 629, 475663.411319, 4978429.8385
4, 630, 475652.175948, 4978441.07344
4, 631, 475636.85785, 4978447.20222
4, 632, 475614.390087, 4978450.26575
4, 633, 475600.089905, 4978451.28707
4, 634, 475593.96241, 4978447.20222
4, 635, 475581.706996, 4978433.92335
4, 636, 475573.536862, 4978414.51827
4, 637, 475573.536862, 4978400.21809
4, 638, 475573.536862, 4978353.23524
4, 639, 475569.451582, 4978311.35857
4, 640, 475556.176124, 4978292.97353
4, 641, 475537.791087, 4978281.73816
4, 642, 475495.91952, 4978270.50322
4, 643, 475464.259026, 4978269.4819
4, 644, 475446.89616, 4978262.33181
4, 645, 475432.598106, 4978253.1395
4, 646, 475427.490655, 4978244.96937
4, 647, 475422.385332, 4978231.69178
4, 648, 475418.300052, 4978207.17797
4, 649, 475422.385332, 4978166.32262
4, 650, 475415.23524, 4978117.29713
4, 651, 475410.129917, 4978077.4631
4, 652, 475406.045063, 4978048.86401
4, 653, 475407.065106, 4977985.53834
4, 654, 475406.045063, 4977979.41085
4, 655, 475402.980252, 4977974.3034
4, 656, 475396.852332, 4977972.26076
4, 657, 475390.724837, 4977969.19722
4, 658, 475385.619514, 4977969.19722
4, 659, 475386.639557, 4977954.89704
4, 660, 475396.852332, 4977953.87572
4, 661, 475404.002423, 4977950.81176
4, 662, 475406.045063, 4977947.74822
4, 663, 475408.087277, 4977942.64077
4, 664, 475416.257837, 4977908.93551
4, 665, 475429.533295, 4977872.16629
4, 666, 475435.660789, 4977827.2248
4, 667, 475431.575935, 4977799.64831
4, 668, 475425.448015, 4977776.15583
4, 669, 475420.342692, 4977757.77164
4, 670, 475423.4058, 4977734.28
4, 671, 475436.683386, 4977715.89497
4, 672, 475453.023655, 4977702.61738
4, 673, 475476.514015, 4977694.44512
4, 674, 475508.174935, 4977690.35984
4, 675, 475565.366302, 4977682.1897
4, 676, 475587.83449, 4977678.10442
4, 677, 475608.262167, 4977667.88995
4, 678, 475629.708185, 4977650.52708
4, 679, 475638.90049, 4977645.41963
4, 680, 475650.133734, 4977644.39746
4, 681, 475697.114454, 4977646.4418
4, 682, 475743.073003, 4977640.31218
4, 683, 475785.966741, 4977618.86446
4, 684, 475826.817838, 4977597.41419
4, 685, 475847.245515, 4977588.22188
4, 686, 475848.265558, 4977586.17924
4, 687, 475849.288155, 4977584.1366
4, 688, 475848.265558, 4977573.92383
4, 689, 475847.245515, 4977564.7311
4, 690, 475860.520973, 4977562.68888
4, 691, 475862.563613, 4977573.92383
4, 692, 475866.648893, 4977580.05132
4, 693, 475869.713704, 4977582.09396
4, 694, 475881.969118, 4977588.22188
4, 695, 475923.842387, 4977604.56428
4, 696, 475972.863619, 4977632.14205
4, 697, 476012.694674, 4977676.06008
4, 698, 476038.227674, 4977705.68219
4, 699, 476071.930808, 4977730.19387
4, 700, 476102.569132, 4977770.02791
4, 701, 476110.739692, 4977787.39077
4, 702, 476112.781906, 4977808.84062
4, 703, 476110.739692, 4977845.60984
4, 704, 476112.781906, 4977869.10148
4, 705, 476119.931997, 4977885.44387
4, 706, 476135.250095, 4977899.74278
4, 707, 476152.612961, 4977906.89287
4, 708, 476169.973698, 4977923.23442
4, 709, 476183.251284, 4977945.70431
4, 710, 476196.52887, 4977980.43217
4, 711, 476199.591978, 4978000.85984
4, 712, 476198.57151, 4978015.15875
4, 713, 476196.52887, 4978019.24488
4, 714, 476190.401375, 4978020.26492
4, 715, 476185.293924, 4978029.45765
4, 716, 476189.379204, 4978035.58643
4, 717, 476185.293924, 4978044.77873
4, 718, 476178.145961, 4978053.97146
4, 719, 476167.931058, 4978061.12028
4, 720, 476151.59079, 4978069.29169
4, 721, 476131.165241, 4978076.44178
4, 722, 476102.569132, 4978086.6554
4, 723, 476080.101368, 4978100.95431
4, 724, 476050.483088, 4978126.48859
4, 725, 476026.992728, 4978156.10857
4, 726, 476024.950088, 4978200.02873
4, 727, 476029.035368, 4978238.84059
4, 728, 476037.205503, 4978290.93089
4, 729, 476051.503132, 4978332.80757
4, 730, 476071.930808, 4978374.68424
4, 731, 476092.356357, 4978414.51827
4, 732, 476107.674455, 4978451.28707
4, 733, 476117.88723, 4978477.84352
4, 734, 476136.272692, 4978501.33515
4, 735, 476158.740455, 4978535.04042
4, 736, 476175.08115, 4978572.83181
4, 737, 476182.231241, 4978624.92211
4, 738, 476181.208644, 4978627.98607
4, 739, 476230.230302, 4978627.98607
5, 741, 476181.208644, 4978627.98607
5, 742, 476182.231241, 4978624.92211
5, 743, 476175.08115, 4978572.83181
5, 744, 476158.740455, 4978535.04042
5, 745, 476136.272692, 4978501.33515
5, 746, 476117.88723, 4978477.84352
5, 747, 476107.674455, 4978451.28707
5, 748, 476092.356357, 4978414.51827
5, 749, 476071.930808, 4978374.68424
5, 750, 476051.503132, 4978332.80757
5, 751, 476037.205503, 4978290.93089
5, 752, 476029.035368, 4978238.84059
5, 753, 476024.950088, 4978200.02873
5, 754, 476026.992728, 4978156.10857
5, 755, 476050.483088, 4978126.48859
5, 756, 476080.101368, 4978100.95431
5, 757, 476102.569132, 4978086.6554
5, 758, 476131.165241, 4978076.44178
5, 759, 476151.59079, 4978069.29169
5, 760, 476167.931058, 4978061.12028
5, 761, 476178.145961, 4978053.97146
5, 762, 476185.293924, 4978044.77873
5, 763, 476189.379204, 4978035.58643
5, 764, 476185.293924, 4978029.45765
5, 765, 476190.401375, 4978020.26492
5, 766, 476196.52887, 4978019.24488
5, 767, 476198.57151, 4978015.15875
5, 768, 476199.591978, 4978000.85984
5, 769, 476196.52887, 4977980.43217
5, 770, 476183.251284, 4977945.70431
5, 771, 476169.973698, 4977923.23442
5, 772, 476152.612961, 4977906.89287
5, 773, 476135.250095, 4977899.74278
5, 774, 476119.931997, 4977885.44387
5, 775, 476112.781906, 4977869.10148
5, 776, 476110.739692, 4977845.60984
5, 777, 476112.781906, 4977808.84062
5, 778, 476110.739692, 4977787.39077
5, 779, 476102.569132, 4977770.02791
5, 780, 476071.930808, 4977730.19387
5, 781, 476038.227674, 4977705.68219
5, 782, 476012.694674, 4977676.06008
5, 783, 475972.863619, 4977632.14205
5, 784, 475923.842387, 4977604.56428
5, 785, 475881.969118, 4977588.22188
5, 786, 475869.713704, 4977582.09396
5, 787, 475866.648893, 4977580.05132
5, 788, 475862.563613, 4977573.92383
5, 789, 475860.520973, 4977562.68888
5, 790, 475847.245515, 4977564.7311
5, 791, 475848.265558, 4977573.92383
5, 792, 475849.288155, 4977584.1366
5, 793, 475848.265558, 4977586.17924
5, 794, 475847.245515, 4977588.22188
5, 795, 475826.817838, 4977597.41419
5, 796, 475785.966741, 4977618.86446
5, 797, 475743.073003, 4977640.31218
5, 798, 475697.114454, 4977646.4418
5, 799, 475650.133734, 4977644.39746
5, 800, 475638.90049, 4977645.41963
5, 801, 475629.708185, 4977650.52708
5, 802, 475608.262167, 4977667.88995
5, 803, 475587.83449, 4977678.10442
5, 804, 475565.366302, 4977682.1897
5, 805, 475508.174935, 4977690.35984
5, 806, 475476.514015, 4977694.44512
5, 807, 475453.023655, 4977702.61738
5, 808, 475436.683386, 4977715.89497
5, 809, 475423.4058, 4977734.28
5, 810, 475420.342692, 4977757.77164
5, 811, 475425.448015, 4977776.15583
