POLYID,DRAWORD,POINT_X,POINT_Y
5, 812, 475431.575935, 4977799.64831
5, 813, 475435.660789, 4977827.2248
5, 814, 475429.533295, 4977872.16629
5, 815, 475416.257837, 4977908.93551
5, 816, 475408.087277, 4977942.64077
5, 817, 475406.045063, 4977947.74822
5, 818, 475404.002423, 4977950.81176
5, 819, 475396.852332, 4977953.87572
5, 820, 475386.639557, 4977954.89704
5, 821, 475385.619514, 4977969.19722
5, 822, 475390.724837, 4977969.19722
5, 823, 475396.852332, 4977972.26076
5, 824, 475402.980252, 4977974.3034
5, 825, 475406.045063, 4977979.41085
5, 826, 475407.065106, 4977985.53834
5, 827, 475406.045063, 4978048.86401
5, 828, 475410.129917, 4978077.4631
5, 829, 475415.23524, 4978117.29713
5, 830, 475422.385332, 4978166.32262
5, 831, 475418.300052, 4978207.17797
5, 832, 475422.385332, 4978231.69178
5, 833, 475427.490655, 4978244.96937
5, 834, 475432.598106, 4978253.1395
5, 835, 475446.89616, 4978262.33181
5, 836, 475464.259026, 4978269.4819
5, 837, 475495.91952, 4978270.50322
5, 838, 475537.791087, 4978281.73816
5, 839, 475556.176124, 4978292.97353
5, 840, 475569.451582, 4978311.35857
5, 841, 475573.536862, 4978353.23524
5, 842, 475573.536862, 4978400.21809
5, 843, 475573.536862, 4978414.51827
5, 844, 475581.706996, 4978433.92335
5, 845, 475593.96241, 4978447.20222
5, 846, 475600.089905, 4978451.28707
5, 847, 475614.390087, 4978450.26575
5, 848, 475636.85785, 4978447.20222
5, 849, 475652.175948, 4978441.07344
5, 850, 475663.411319, 4978429.8385
5, 851, 475689.964363, 4978405.32554
5, 852, 475698.134923, 4978391.02536
5, 853, 475697.114454, 4978377.74777
5, 854, 475694.049643, 4978362.42755
5, 855, 475685.879508, 4978352.21392
5, 856, 475672.603625, 4978343.02119
5, 857, 475666.47613, 4978321.5722
5, 858, 475660.346508, 4978299.1023
5, 859, 475658.303868, 4978279.69595
5, 860, 475659.326039, 4978269.4819
5, 861, 475667.496174, 4978261.31091
5, 862, 475678.731545, 4978262.33181
5, 863, 475693.029174, 4978271.52454
5, 864, 475709.369868, 4978274.58935
5, 865, 475722.645326, 4978274.58935
5, 866, 475742.050832, 4978264.37445
5, 867, 475762.476381, 4978253.1395
5, 868, 475776.776137, 4978234.75531
5, 869, 475794.136875, 4978190.83643
5, 870, 475807.414461, 4978175.51492
5, 871, 475831.925289, 4978164.27998
5, 872, 475855.415649, 4978164.27998
5, 873, 475881.969118, 4978172.45139
5, 874, 475908.522162, 4978194.92128
5, 875, 475935.075631, 4978221.47688
5, 876, 475958.565991, 4978257.22563
5, 877, 475976.948899, 4978304.20848
5, 878, 475988.183845, 4978339.95766
5, 879, 476000.439259, 4978382.85523
5, 880, 476011.674631, 4978425.75322
5, 881, 476026.992728, 4978465.58598
5, 882, 476037.205503, 4978517.6767
5, 883, 476045.375637, 4978561.59686
5, 884, 476043.332997, 4978607.55839
5, 885, 476039.248143, 4978627.98607
5, 886, 476181.208644, 4978627.98607
6, 888, 475718.560472, 4977916.08518
6, 889, 475723.667923, 4977905.87155
6, 890, 475754.306246, 4977882.37906
6, 891, 475788.009381, 4977865.0162
6, 892, 475815.585021, 4977858.88743
6, 893, 475846.223344, 4977855.82389
6, 894, 475893.201936, 4977857.86611
6, 895, 475934.055162, 4977877.27246
6, 896, 475962.650845, 4977899.74278
6, 897, 475994.311765, 4977935.49153
6, 898, 476015.759485, 4977958.98317
6, 899, 476019.844765, 4977968.17462
6, 900, 476011.674631, 4977974.3034
6, 901, 475980.013711, 4977981.45349
6, 902, 475934.055162, 4977984.51745
6, 903, 475887.074442, 4977983.49613
6, 904, 475843.160235, 4977977.36736
6, 905, 475802.307009, 4977957.96185
6, 906, 475755.328417, 4977937.53417
6, 907, 475728.774948, 4977926.29923
6, 908, 475718.560472, 4977916.08518
7, 910, 475687.921723, 4978002.90248
7, 911, 475697.114454, 4977994.73107
7, 912, 475712.432552, 4977994.73107
7, 913, 475732.860228, 4978002.90248
7, 914, 475752.263606, 4978014.13743
7, 915, 475772.689155, 4978035.58643
7, 916, 475801.286966, 4978079.50531
7, 917, 475815.585021, 4978109.12572
7, 918, 475820.690344, 4978129.5534
7, 919, 475817.627235, 4978147.93843
7, 920, 475807.414461, 4978158.15121
7, 921, 475795.159472, 4978161.21602
7, 922, 475771.668686, 4978149.98107
7, 923, 475747.158283, 4978129.5534
7, 924, 475719.582643, 4978091.762
7, 925, 475696.092283, 4978050.9075
7, 926, 475690.986959, 4978037.62907
7, 927, 475685.879508, 4978021.28752
7, 928, 475687.921723, 4978002.90248
8, 930, 474809.6078, 4978257.22563
8, 931, 474812.670909, 4978261.31091
8, 932, 474822.883684, 4978250.07554
8, 933, 474834.118629, 4978241.90455
8, 934, 474845.351447, 4978231.69178
8, 935, 474851.479367, 4978223.52037
8, 936, 474858.629458, 4978213.30632
8, 937, 474875.991898, 4978199.00656
8, 938, 474888.247312, 4978188.79379
8, 939, 474904.588007, 4978175.51492
8, 940, 474922.970916, 4978156.10857
8, 941, 474929.09841, 4978148.95975
8, 942, 474936.248501, 4978143.8523
8, 943, 474946.461276, 4978129.5534
8, 944, 474954.63141, 4978120.36067
8, 945, 474965.864654, 4978115.25322
8, 946, 474979.142239, 4978110.14704
8, 947, 474989.355014, 4978099.93299
8, 948, 475000.589959, 4978089.71936
8, 949, 475009.780563, 4978078.48442
8, 950, 475019.993337, 4978067.24905
8, 951, 475037.356203, 4978052.95014
8, 952, 475047.568977, 4978046.82137
8, 953, 475059.824391, 4978044.77873
8, 954, 475070.037166, 4978043.75784
8, 955, 475080.24994, 4978038.65039
8, 956, 475088.420075, 4978033.54379
8, 957, 475097.612806, 4978031.50029
8, 958, 475104.762471, 4978029.45765
8, 959, 475115.995715, 4978026.39369
8, 960, 475136.421264, 4978028.43633
8, 961, 475153.784129, 4978029.45765
8, 962, 475167.061715, 4978032.52247
8, 963, 475179.317129, 4978031.50029
8, 964, 475196.677441, 4978027.41501
8, 965, 475227.317893, 4978019.24488
8, 966, 475262.041496, 4978014.13743
8, 967, 475283.489641, 4978008.00993
8, 968, 475298.807739, 4978005.96602
8, 969, 475315.148008, 4978001.88116
8, 970, 475331.490405, 4977989.6249
8, 971, 475343.745819, 4977979.41085
8, 972, 475356.001234, 4977973.28208
8, 973, 475366.214008, 4977969.19722
8, 974, 475373.361972, 4977967.15458
8, 975, 475384.596917, 4977968.17462
8, 976, 475386.639557, 4977954.89704
8, 977, 475371.319332, 4977954.89704
8, 978, 475359.063917, 4977952.8544
8, 979, 475343.745819, 4977951.83308
8, 980, 475324.340739, 4977951.83308
8, 981, 475310.042685, 4977954.89704
8, 982, 475297.78727, 4977955.91921
8, 983, 475281.447001, 4977955.91921
8, 984, 475256.934045, 4977953.87572
8, 985, 475241.615947, 4977951.83308
8, 986, 475226.295721, 4977948.76954
8, 987, 475213.020264, 4977946.7269
8, 988, 475202.805361, 4977946.7269
8, 989, 475178.294533, 4977947.74822
8, 990, 475160.933795, 4977952.8544
8, 991, 475150.72102, 4977958.98317
8, 992, 475138.463904, 4977972.26076
8, 993, 475135.400795, 4977980.43217
8, 994, 475129.2733, 4977989.6249
8, 995, 475124.165849, 4977997.79503
8, 996, 475112.932606, 4978006.98734
8, 997, 475101.69766, 4978013.11611
8, 998, 475088.420075, 4978021.28752
8, 999, 475075.144617, 4978025.37237
8, 1000, 475062.889203, 4978028.43633
8, 1001, 475051.653831, 4978033.54379
8, 1002, 475040.421014, 4978040.6926
8, 1003, 475013.865843, 4978062.14287
8, 1004, 474994.462465, 4978074.39914
8, 1005, 474975.056959, 4978091.762
8, 1006, 474960.75933, 4978104.01827
8, 1007, 474941.353825, 4978121.38199
8, 1008, 474922.970916, 4978142.83098
8, 1009, 474899.480556, 4978169.38615
8, 1010, 474879.055007, 4978188.79379
8, 1011, 474860.671672, 4978203.09269
8, 1012, 474848.416684, 4978213.30632
8, 1013, 474838.203909, 4978227.60522
8, 1014, 474824.925898, 4978238.84059
8, 1015, 474815.73572, 4978249.05422
8, 1016, 474809.6078, 4978257.22563
9, 1018, 475687.921723, 4978002.90248
9, 1019, 475685.879508, 4978021.28752
9, 1020, 475690.986959, 4978037.62907
9, 1021, 475696.092283, 4978050.9075
9, 1022, 475719.582643, 4978091.762
9, 1023, 475747.158283, 4978129.5534
9, 1024, 475771.668686, 4978149.98107
9, 1025, 475795.159472, 4978161.21602
9, 1026, 475807.414461, 4978158.15121
9, 1027, 475817.627235, 4978147.93843
9, 1028, 475820.690344, 4978129.5534
9, 1029, 475815.585021, 4978109.12572
9, 1030, 475801.286966, 4978079.50531
9, 1031, 475772.689155, 4978035.58643
9, 1032, 475752.263606, 4978014.13743
9, 1033, 475732.860228, 4978002.90248
9, 1034, 475712.432552, 4977994.73107
9, 1035, 475697.114454, 4977994.73107
9, 1036, 475687.921723, 4978002.90248
10, 1038, 475718.560472, 4977916.08518
10, 1039, 475728.774948, 4977926.29923
10, 1040, 475755.328417, 4977937.53417
10, 1041, 475802.307009, 4977957.96185
10, 1042, 475843.160235, 4977977.36736
10, 1043, 475887.074442, 4977983.49613
10, 1044, 475934.055162, 4977984.51745
10, 1045, 475980.013711, 4977981.45349
10, 1046, 476011.674631, 4977974.3034
10, 1047, 476019.844765, 4977968.17462
10, 1048, 476015.759485, 4977958.98317
10, 1049, 475994.311765, 4977935.49153
10, 1050, 475962.650845, 4977899.74278
10, 1051, 475934.055162, 4977877.27246
10, 1052, 475893.201936, 4977857.86611
10, 1053, 475846.223344, 4977855.82389
10, 1054, 475815.585021, 4977858.88743
10, 1055, 475788.009381, 4977865.0162
10, 1056, 475754.306246, 4977882.37906
10, 1057, 475723.667923, 4977905.87155
10, 1058, 475718.560472, 4977916.08518
11, 1060, 475764.519021, 4977366.58438
11, 1061, 475756.348461, 4977371.69013
11, 1062, 475767.583832, 4977392.11738
11, 1063, 475769.626472, 4977400.28794
11, 1064, 475768.603875, 4977410.50284
11, 1065, 475765.541192, 4977415.61029
11, 1066, 475757.371057, 4977422.75996
11, 1067, 475737.965552, 4977430.93052
11, 1068, 475709.369868, 4977445.23027
11, 1069, 475684.859039, 4977452.38036
11, 1070, 475672.603625, 4977460.5505
11, 1071, 475665.453959, 4977465.65795
11, 1072, 475666.47613, 4977471.78544
11, 1073, 475669.538814, 4977474.85068
11, 1074, 475683.836868, 4977478.93553
11, 1075, 475703.241948, 4977484.04299
11, 1076, 475725.710137, 4977481.99822
11, 1077, 475746.135686, 4977476.89289
11, 1078, 475769.626472, 4977470.76327
11, 1079, 475797.201686, 4977467.70059
11, 1080, 475822.732558, 4977467.70059
11, 1081, 475832.947461, 4977471.78544
11, 1082, 475837.032741, 4977477.91336
11, 1083, 475847.245515, 4977562.68888
11, 1084, 475859.500929, 4977559.62407
11, 1085, 475856.436118, 4977498.34104
11, 1086, 475855.415649, 4977489.14831
11, 1087, 475853.373009, 4977481.99822
11, 1088, 475850.308198, 4977476.89289
11, 1089, 475850.308198, 4977470.76327
11, 1090, 475852.350838, 4977464.63578
11, 1091, 475859.500929, 4977459.52833
11, 1092, 475866.648893, 4977453.40041
11, 1093, 475871.756344, 4977447.27291
11, 1094, 475873.798558, 4977433.99533
11, 1095, 475868.691533, 4977421.73778
11, 1096, 475862.563613, 4977411.52501
11, 1097, 475853.373009, 4977404.37492
11, 1098, 475841.118021, 4977401.31011
11, 1099, 475821.712515, 4977399.26747
11, 1100, 475801.286966, 4977399.26747
11, 1101, 475792.094235, 4977398.24742
11, 1102, 475786.988912, 4977398.24742
11, 1103, 475782.904057, 4977396.20266
11, 1104, 475778.818777, 4977390.07516
11, 1105, 475764.519021, 4977366.58438
12, 1107, 475756.348461, 4977371.69013
12, 1108, 475748.178326, 4977359.43471
12, 1109, 475742.050832, 4977354.32726
12, 1110, 475731.838057, 4977351.26245
12, 1111, 475723.667923, 4977352.28462
12, 1112, 475686.901679, 4977379.86239
12, 1113, 475648.091094, 4977409.48024
12, 1114, 475608.262167, 4977422.75996
12, 1115, 475558.218338, 4977428.88788
12, 1116, 475505.110124, 4977429.91005
12, 1117, 475448.9388, 4977425.82306
12, 1118, 475395.832288, 4977413.56765
12, 1119, 475367.234052, 4977399.26747
12, 1120, 475333.533045, 4977376.79715
12, 1121, 475291.659776, 4977351.26245
12, 1122, 475243.658587, 4977326.74949
12, 1123, 475197.700038, 4977301.21436
12, 1124, 475163.996904, 4977279.76664
12, 1125, 475126.208489, 4977256.27416
12, 1126, 475091.484886, 4977237.88912
12, 1127, 475061.866606, 4977223.59107
12, 1128, 475030.206111, 4977192.94849
12, 1129, 475012.845374, 4977149.03045
12, 1130, 474996.505105, 4977134.73027
12, 1131, 474981.184879, 4977121.45268
12, 1132, 474976.077428, 4977106.13246
12, 1133, 474968.929465, 4977090.8101
12, 1134, 474947.481745, 4977073.44766
12, 1135, 474928.078367, 4977056.0848
12, 1136, 474921.950447, 4977035.65712
12, 1137, 474890.289952, 4977005.01454
12, 1138, 474870.884447, 4976971.30928
12, 1139, 474848.416684, 4976934.54133
12, 1140, 474827.991135, 4976894.70602
12, 1141, 474812.670909, 4976857.93595
12, 1142, 474811.65044, 4976830.36031
12, 1143, 474806.542989, 4976810.9531
12, 1144, 474790.20272, 4976778.27001
12, 1145, 474782.03216, 4976740.47734
12, 1146, 474767.734531, 4976672.04677
12, 1147, 474757.521757, 4976613.82643
12, 1148, 474752.414306, 4976538.24577
12, 1149, 474749.349495, 4976487.17551
12, 1150, 474749.349495, 4976444.27965
12, 1151, 474751.393837, 4976392.18722
12, 1152, 474760.58444, 4976346.22655
12, 1153, 474775.904666, 4976308.43643
12, 1154, 474797.350684, 4976257.36617
12, 1155, 474819.820575, 4976216.51082
12, 1156, 474827.991135, 4976193.02046
12, 1157, 474826.968538, 4976165.44269
12, 1158, 474824.925898, 4976138.88752
12, 1159, 474827.991135, 4976111.30975
12, 1160, 474827.991135, 4976080.66717
12, 1161, 474817.77836, 4976043.89923
12, 1162, 474813.69308, 4975961.16635
12, 1163, 474820.841044, 4975933.58858
12, 1164, 474836.161269, 4975910.09822
12, 1165, 474885.182501, 4975882.52046
12, 1166, 474931.14105, 4975867.20023
12, 1167, 474961.779374, 4975865.15759
12, 1168, 474981.184879, 4975872.30768
12, 1169, 474992.419825, 4975881.49828
12, 1170, 475003.653068, 4975881.49828
12, 1171, 475028.163471, 4975886.60574
12, 1172, 475060.846563, 4975913.16091
12, 1173, 475080.24994, 4975921.33317
12, 1174, 475112.932606, 4975923.37581
12, 1175, 475136.421264, 4975919.29053
12, 1176, 475147.656209, 4975919.29053
12, 1177, 475158.89158, 4975907.03341
12, 1178, 475160.933795, 4975882.52046
12, 1179, 475167.061715, 4975855.96528
12, 1180, 475245.701227, 4975807.95984
12, 1181, 475288.594965, 4975774.25458
12, 1182, 475325.36291, 4975748.71945
12, 1183, 475347.831099, 4975732.37705
12, 1184, 475371.319332, 4975718.079
12, 1185, 475426.470612, 4975704.80141
12, 1186, 475480.599295, 4975706.84405
12, 1187, 475506.132295, 4975709.90674
12, 1188, 475565.366302, 4975713.99414
12, 1189, 475611.32485, 4975726.24913
12, 1190, 475662.39085, 4975748.71945
12, 1191, 475700.177137, 4975768.12708
12, 1192, 475736.945508, 4975787.53216
12, 1193, 475775.753966, 4975815.10993
12, 1194, 475811.499741, 4975843.70774
12, 1195, 475849.288155, 4975874.35032
12, 1196, 475881.969118, 4975904.99077
12, 1197, 475913.629613, 4975940.73867
12, 1198, 475936.097802, 4975967.29597
12, 1199, 475954.480711, 4976004.06392
12, 1200, 475968.778765, 4976046.96191
12, 1201, 475981.034179, 4976095.98953
12, 1202, 475988.183845, 4976158.2926
12, 1203, 475999.417088, 4976257.36617
12, 1204, 476008.609394, 4976375.84695
12, 1205, 476012.694674, 4976486.15547
12, 1206, 476016.779954, 4976567.86575
12, 1207, 476013.716845, 4976620.97652
12, 1208, 475998.396619, 4976667.95937
12, 1209, 475986.141631, 4976713.92217
12, 1210, 475973.886216, 4976750.69224
12, 1211, 475938.140442, 4976802.78297
12, 1212, 475862.563613, 4977003.9945
12, 1213, 475849.288155, 4977044.84985
12, 1214, 475837.032741, 4977096.94015
12, 1215, 475817.627235, 4977150.05049
12, 1216, 475808.434929, 4977194.99113
12, 1217, 475797.201686, 4977238.91129
12, 1218, 475789.031552, 4977282.82933
12, 1219, 475774.733923, 4977318.57936
12, 1220, 475761.455912, 4977339.00703
12, 1221, 475757.371057, 4977346.155
12, 1222, 475757.371057, 4977351.26245
12, 1223, 475757.371057, 4977354.32726
12, 1224, 475764.519021, 4977366.58438
12, 1225, 475788.009381, 4977351.26245
12, 1226, 475828.860478, 4977325.72945
12, 1227, 475867.671064, 4977298.15168
12, 1228, 475903.416838, 4977273.63872
12, 1229, 475900.352027, 4977259.33897
12, 1230, 475894.224533, 4977249.12407
12, 1231, 475882.989162, 4977234.82601
12, 1232, 475866.648893, 4977220.52625
12, 1233, 475860.520973, 4977207.24867
12, 1234, 475860.520973, 4977190.90585
12, 1235, 475861.543569, 4977172.52081
12, 1236, 475866.648893, 4977150.05049
12, 1237, 475899.331558, 4977064.25493
12, 1238, 475982.056351, 4976855.89331
12, 1239, 476040.270314, 4976714.94434
12, 1240, 476045.375637, 4976700.64459
12, 1241, 476049.460917, 4976679.19687
12, 1242, 476049.460917, 4976657.74659
12, 1243, 476047.418277, 4976557.65085
12, 1244, 476042.312954, 4976510.668
12, 1245, 476041.290357, 4976482.07019
12, 1246, 476043.332997, 4976446.32229
12, 1247, 476040.270314, 4976405.46694
12, 1248, 476029.035368, 4976312.52128
12, 1249, 476025.972259, 4976277.79385
12, 1250, 476021.887405, 4976206.29805
12, 1251, 476013.716845, 4976075.56185
12, 1252, 475999.417088, 4976016.32146
12, 1253, 475981.034179, 4975968.31602
12, 1254, 475957.545522, 4975923.37581
12, 1255, 475919.757533, 4975877.413
12, 1256, 475892.181893, 4975849.83524
12, 1257, 475823.755155, 4975793.66008
12, 1258, 475738.987723, 4975728.29177
12, 1259, 475707.327228, 4975707.8641
12, 1260, 475660.346508, 4975687.43642
12, 1261, 475584.771807, 4975658.83861
12, 1262, 475517.365113, 4975620.0259
12, 1263, 475501.024844, 4975663.94606
12, 1264, 475486.726789, 4975668.03134
12, 1265, 475453.023655, 4975668.03134
12, 1266, 475429.533295, 4975670.07398
12, 1267, 475407.065106, 4975675.18143
12, 1268, 475357.021277, 4975692.54387
12, 1269, 475323.318143, 4975709.90674
12, 1270, 475304.935234, 4975722.16428
12, 1271, 475255.914001, 4975766.08444
12, 1272, 475235.488453, 4975781.40467
12, 1273, 475215.062904, 4975790.59697
12, 1274, 475174.209678, 4975799.78971
12, 1275, 475121.103166, 4975801.83235
12, 1276, 475026.120831, 4975787.53216
12, 1277, 474980.16441, 4975783.44731
12, 1278, 474895.395276, 4975782.42471
12, 1279, 474845.351447, 4975783.44731
12, 1280, 474844.331404, 4975680.28675
12, 1281, 474642.114299, 4975682.3311
12, 1282, 474644.156514, 4976084.75458
12, 1283, 474754.456946, 4976082.70981
12, 1284, 474772.839855, 4976117.43725
12, 1285, 474783.052629, 4976146.03548
12, 1286, 474785.095269, 4976163.40005
12, 1287, 474785.095269, 4976179.74075
12, 1288, 474784.0748, 4976203.23323
12, 1289, 474775.904666, 4976237.96067
12, 1290, 474744.244171, 4976306.39166
12, 1291, 474736.073611, 4976329.88415
12, 1292, 474729.946117, 4976359.50413
12, 1293, 474726.881306, 4976399.33731
12, 1294, 474727.903477, 4976482.07019
12, 1295, 474727.903477, 4976509.64796
12, 1296, 474730.96616, 4976541.31058
12, 1297, 474743.221575, 4976656.72655
12, 1298, 474749.349495, 4976703.7094
12, 1299, 474756.49916, 4976741.49994
12, 1300, 474768.754575, 4976788.48279
12, 1301, 474799.392898, 4976881.42844
12, 1302, 474774.882495, 4976883.47108
12, 1303, 474713.605848, 4976957.01123
12, 1304, 474694.200342, 4976976.41673
12, 1305, 474686.030208, 4976992.75913
12, 1306, 474683.987568, 4977003.9945
12, 1307, 474688.072848, 4977109.19557
12, 1308, 474694.200342, 4977120.43051
12, 1309, 474716.668531, 4977133.7081
12, 1310, 474723.818622, 4977123.49532
12, 1311, 474743.221575, 4977080.59733
12, 1312, 474804.500349, 4977105.11029
12, 1313, 474826.968538, 4977059.14961
12, 1314, 474883.139861, 4977041.78462
12, 1315, 474888.247312, 4977039.7424
12, 1316, 474904.588007, 4977064.25493
12, 1317, 474944.418636, 4977113.28255
12, 1318, 474975.056959, 4977152.09313
12, 1319, 475003.653068, 4977196.0133
12, 1320, 475031.228283, 4977249.12407
12, 1321, 475038.378374, 4977276.70183
12, 1322, 475037.356203, 4977303.25913
12, 1323, 475035.313563, 4977312.44974
12, 1324, 475211.997667, 4977395.18261
12, 1325, 475247.743441, 4977412.54505
12, 1326, 475316.170179, 4977444.2081
12, 1327, 475369.276692, 4977468.72063
12, 1328, 475400.937612, 4977480.97817
12, 1329, 475413.193026, 4977486.08563
12, 1330, 475429.533295, 4977491.19095
12, 1331, 475457.108935, 4977495.27623
12, 1332, 475483.661978, 4977497.32057
12, 1333, 475501.024844, 4977496.2984
12, 1334, 475524.515204, 4977494.25576
12, 1335, 475563.324087, 4977484.04299
12, 1336, 475591.91977, 4977469.74323
12, 1337, 475734.902868, 4977384.96771
12, 1338, 475756.348461, 4977371.69013
13, 1340, 474689.092891, 4975929.5033
13, 1341, 474689.092891, 4975946.8683
13, 1342, 474689.092891, 4975962.18852
13, 1343, 474689.092891, 4975968.31602
13, 1344, 474691.135531, 4975974.44394
13, 1345, 474709.520568, 4976018.3641
13, 1346, 474710.540611, 4976030.61952
13, 1347, 474711.563208, 4976038.79178
13, 1348, 474711.563208, 4976042.87663
13, 1349, 474711.563208, 4976045.94187
13, 1350, 474707.477928, 4976052.06936
13, 1351, 474700.327837, 4976055.13417
13, 1352, 474694.200342, 4976056.15464
13, 1353, 474689.092891, 4976054.112
13, 1354, 474681.944928, 4976045.94187
13, 1355, 474680.922757, 4976040.83442
13, 1356, 474678.880117, 4976033.68433
13, 1357, 474678.880117, 4976026.53424
13, 1358, 474677.860074, 4976016.32146
13, 1359, 474675.817434, 4976010.19397
13, 1360, 474671.732154, 4976003.04388
13, 1361, 474667.647299, 4975992.82897
13, 1362, 474665.604659, 4975981.59403
13, 1363, 474666.624702, 4975962.18852
13, 1364, 474668.667342, 4975948.91094
13, 1365, 474670.709982, 4975938.69603
13, 1366, 474670.709982, 4975930.5259
13, 1367, 474669.689514, 4975924.39798
13, 1368, 474666.624702, 4975915.20567
13, 1369, 474664.582062, 4975906.01294
13, 1370, 474663.562019, 4975899.88332
13, 1371, 474666.624702, 4975895.79804
13, 1372, 474673.774794, 4975893.7554
13, 1373, 474677.860074, 4975894.778
13, 1374, 474688.072848, 4975918.26836
13, 1375, 474690.115062, 4975925.41845
13, 1376, 474689.092891, 4975929.5033
14, 1378, 474663.562019, 4975862.09278
14, 1379, 474662.539848, 4975856.98533
14, 1380, 474661.519379, 4975848.81519
14, 1381, 474663.562019, 4975840.64506
14, 1382, 474666.624702, 4975829.40969
14, 1383, 474667.647299, 4975823.28007
14, 1384, 474667.647299, 4975812.04512
14, 1385, 474667.647299, 4975804.89503
14, 1386, 474668.667342, 4975799.78971
14, 1387, 474670.709982, 4975797.74707
14, 1388, 474682.965397, 4975790.59697
14, 1389, 474687.050251, 4975786.50999
14, 1390, 474690.115062, 4975781.40467
14, 1391, 474694.200342, 4975766.08444
14, 1392, 474695.220386, 4975759.95482
14, 1393, 474694.200342, 4975755.86954
14, 1394, 474692.157702, 4975750.76209
14, 1395, 474689.092891, 4975744.6346
14, 1396, 474683.987568, 4975738.50668
14, 1397, 474680.922757, 4975735.44186
14, 1398, 474682.965397, 4975732.37705
14, 1399, 474701.350434, 4975727.27173
14, 1400, 474717.690702, 4975723.18432
14, 1401, 474728.923946, 4975723.18432
14, 1402, 474739.13672, 4975725.22909
14, 1403, 474744.244171, 4975725.22909
14, 1404, 474748.329026, 4975722.16428
14, 1405, 474753.436477, 4975715.01419
14, 1406, 474756.49916, 4975710.92891
14, 1407, 474768.754575, 4975708.88669
14, 1408, 474785.095269, 4975712.97155
14, 1409, 474807.563458, 4975721.14168
14, 1410, 474811.65044, 4975725.22909
14, 1411, 474812.670909, 4975729.31437
14, 1412, 474812.670909, 4975731.35658
14, 1413, 474804.500349, 4975739.52714
14, 1414, 474791.222764, 4975747.69941
14, 1415, 474788.16008, 4975748.71945
14, 1416, 474783.052629, 4975750.76209
14, 1417, 474777.947306, 4975748.71945
14, 1418, 474771.819386, 4975746.67681
14, 1419, 474763.649251, 4975745.65677
14, 1420, 474760.58444, 4975746.67681
14, 1421, 474757.521757, 4975747.69941
14, 1422, 474755.479117, 4975752.80473
14, 1423, 474755.479117, 4975755.86954
14, 1424, 474756.49916, 4975766.08444
14, 1425, 474756.49916, 4975770.1693
14, 1426, 474753.436477, 4975773.23241
14, 1427, 474747.306855, 4975778.33986
14, 1428, 474745.264215, 4975781.40467
14, 1429, 474736.073611, 4975784.46735
14, 1430, 474715.648062, 4975790.59697
14, 1431, 474708.498397, 4975794.68225
14, 1432, 474703.393074, 4975799.78971
14, 1433, 474699.307794, 4975804.89503
14, 1434, 474698.285622, 4975813.06729
14, 1435, 474695.220386, 4975821.23743
14, 1436, 474688.072848, 4975833.49497
14, 1437, 474681.944928, 4975845.75038
