LINEID,DRAWORD,POINT_X,POINT_Y
45, 2658, 475925.885027, 4977564.7311
45, 2659, 475909.544333, 4977558.60147
45, 2660, 475892.181893, 4977557.58143
45, 2661, 475907.502118, 4977551.45351
45, 2662, 475923.842387, 4977540.21856
45, 2663, 475933.032991, 4977525.91838
45, 2664, 475937.117845, 4977508.55594
45, 2665, 475938.140442, 4977498.34104
45, 2666, 475938.140442, 4977492.21312
45, 2667, 475935.075631, 4977469.74323
45, 2668, 475939.160485, 4977462.59314
45, 2669, 475935.075631, 4977448.29296
45, 2670, 475933.032991, 4977444.2081
45, 2671, 475927.927667, 4977427.86528
45, 2672, 475935.075631, 4977424.8026
45, 2673, 475939.160485, 4977419.69514
45, 2674, 475941.203125, 4977416.63033
45, 2675, 475942.225296, 4977359.43471
45, 2676, 475940.183082, 4977296.10904
45, 2677, 475942.225296, 4977263.42382
45, 2678, 475927.927667, 4977265.46646
45, 2679, 475903.416838, 4977273.63872
46, 2681, 475316.170179, 4977444.2081
46, 2682, 475247.743441, 4977412.54505
46, 2683, 475211.997667, 4977395.18261
46, 2684, 475035.313563, 4977312.44974
46, 2685, 475037.356203, 4977303.25913
46, 2686, 475038.378374, 4977276.70183
46, 2687, 475031.228283, 4977249.12407
46, 2688, 475003.653068, 4977196.0133
46, 2689, 474975.056959, 4977152.09313
46, 2690, 474944.418636, 4977113.28255
46, 2691, 474904.588007, 4977064.25493
46, 2692, 474888.247312, 4977039.7424
46, 2693, 474883.139861, 4977041.78462
46, 2694, 474826.968538, 4977059.14961
46, 2695, 474804.500349, 4977105.11029
46, 2696, 474743.221575, 4977080.59733
46, 2697, 474723.818622, 4977123.49532
46, 2698, 474716.668531, 4977133.7081
46, 2699, 474694.200342, 4977120.43051
46, 2700, 474688.072848, 4977109.19557
46, 2701, 474683.987568, 4977003.9945
46, 2702, 474686.030208, 4976992.75913
46, 2703, 474694.200342, 4976976.41673
46, 2704, 474713.605848, 4976957.01123
46, 2705, 474774.882495, 4976883.47108
46, 2706, 474799.392898, 4976881.42844
46, 2707, 474768.754575, 4976788.48279
47, 2709, 474768.754575, 4976788.48279
47, 2710, 474756.49916, 4976741.49994
47, 2711, 474749.349495, 4976703.7094
47, 2712, 474743.221575, 4976656.72655
47, 2713, 474730.96616, 4976541.31058
47, 2714, 474727.903477, 4976509.64796
47, 2715, 474727.903477, 4976482.07019
48, 2717, 474727.903477, 4976482.07019
48, 2718, 474661.519379, 4976482.07019
48, 2719, 474658.454568, 4976491.26292
48, 2720, 474626.794074, 4976491.26292
48, 2721, 474620.666154, 4976503.51791
48, 2722, 474566.53747, 4976503.51791
48, 2723, 474565.517001, 4976399.33731
48, 2724, 474552.239416, 4976400.35948
48, 2725, 474552.239416, 4976380.9544
48, 2726, 474565.517001, 4976380.9544
48, 2727, 474564.49483, 4976306.39166
48, 2728, 474629.858885, 4976306.39166
48, 2729, 474619.64611, 4976277.79385
48, 2730, 474614.538659, 4976262.47362
48, 2731, 474612.496019, 4976253.28089
48, 2732, 474605.348056, 4976205.27587
48, 2733, 474609.433336, 4976151.14251
48, 2734, 474617.60347, 4976112.3298
48, 2735, 474627.816245, 4976095.98953
48, 2736, 474644.156514, 4976084.75458
49, 2738, 474644.156514, 4976084.75458
49, 2739, 474754.456946, 4976082.70981
49, 2740, 474772.839855, 4976117.43725
49, 2741, 474783.052629, 4976146.03548
49, 2742, 474785.095269, 4976163.40005
49, 2743, 474785.095269, 4976179.74075
49, 2744, 474784.0748, 4976203.23323
49, 2745, 474775.904666, 4976237.96067
49, 2746, 474744.244171, 4976306.39166
49, 2747, 474736.073611, 4976329.88415
49, 2748, 474729.946117, 4976359.50413
49, 2749, 474726.881306, 4976399.33731
49, 2750, 474727.903477, 4976482.07019
50, 2752, 475903.416838, 4977273.63872
50, 2753, 475900.352027, 4977259.33897
50, 2754, 475894.224533, 4977249.12407
50, 2755, 475882.989162, 4977234.82601
50, 2756, 475866.648893, 4977220.52625
50, 2757, 475860.520973, 4977207.24867
50, 2758, 475860.520973, 4977190.90585
50, 2759, 475861.543569, 4977172.52081
50, 2760, 475866.648893, 4977150.05049
50, 2761, 475899.331558, 4977064.25493
50, 2762, 475982.056351, 4976855.89331
50, 2763, 476040.270314, 4976714.94434
50, 2764, 476045.375637, 4976700.64459
50, 2765, 476049.460917, 4976679.19687
50, 2766, 476049.460917, 4976657.74659
50, 2767, 476047.418277, 4976557.65085
50, 2768, 476042.312954, 4976510.668
50, 2769, 476041.290357, 4976482.07019
50, 2770, 476043.332997, 4976446.32229
50, 2771, 476040.270314, 4976405.46694
50, 2772, 476029.035368, 4976312.52128
50, 2773, 476025.972259, 4976277.79385
50, 2774, 476021.887405, 4976206.29805
50, 2775, 476013.716845, 4976075.56185
51, 2777, 476013.716845, 4976075.56185
51, 2778, 476100.526917, 4976075.56185
51, 2779, 476357.893174, 4976074.53968
51, 2780, 476757.220357, 4976068.41176
51, 2781, 476802.158437, 4976069.43223
52, 2783, 474689.092891, 4975929.5033
52, 2784, 474689.092891, 4975946.8683
52, 2785, 474689.092891, 4975962.18852
52, 2786, 474689.092891, 4975968.31602
52, 2787, 474691.135531, 4975974.44394
52, 2788, 474709.520568, 4976018.3641
52, 2789, 474710.540611, 4976030.61952
52, 2790, 474711.563208, 4976038.79178
52, 2791, 474711.563208, 4976042.87663
52, 2792, 474711.563208, 4976045.94187
52, 2793, 474707.477928, 4976052.06936
52, 2794, 474700.327837, 4976055.13417
52, 2795, 474694.200342, 4976056.15464
52, 2796, 474689.092891, 4976054.112
52, 2797, 474681.944928, 4976045.94187
52, 2798, 474680.922757, 4976040.83442
52, 2799, 474678.880117, 4976033.68433
52, 2800, 474678.880117, 4976026.53424
52, 2801, 474677.860074, 4976016.32146
52, 2802, 474675.817434, 4976010.19397
52, 2803, 474671.732154, 4976003.04388
52, 2804, 474667.647299, 4975992.82897
52, 2805, 474665.604659, 4975981.59403
52, 2806, 474666.624702, 4975962.18852
52, 2807, 474668.667342, 4975948.91094
52, 2808, 474670.709982, 4975938.69603
52, 2809, 474670.709982, 4975930.5259
52, 2810, 474669.689514, 4975924.39798
52, 2811, 474666.624702, 4975915.20567
52, 2812, 474664.582062, 4975906.01294
52, 2813, 474663.562019, 4975899.88332
52, 2814, 474666.624702, 4975895.79804
52, 2815, 474673.774794, 4975893.7554
52, 2816, 474677.860074, 4975894.778
52, 2817, 474688.072848, 4975918.26836
52, 2818, 474690.115062, 4975925.41845
52, 2819, 474689.092891, 4975929.5033
53, 2821, 474663.562019, 4975862.09278
53, 2822, 474662.539848, 4975856.98533
53, 2823, 474661.519379, 4975848.81519
53, 2824, 474663.562019, 4975840.64506
53, 2825, 474666.624702, 4975829.40969
53, 2826, 474667.647299, 4975823.28007
53, 2827, 474667.647299, 4975812.04512
53, 2828, 474667.647299, 4975804.89503
53, 2829, 474668.667342, 4975799.78971
53, 2830, 474670.709982, 4975797.74707
53, 2831, 474682.965397, 4975790.59697
53, 2832, 474687.050251, 4975786.50999
53, 2833, 474690.115062, 4975781.40467
53, 2834, 474694.200342, 4975766.08444
53, 2835, 474695.220386, 4975759.95482
53, 2836, 474694.200342, 4975755.86954
53, 2837, 474692.157702, 4975750.76209
53, 2838, 474689.092891, 4975744.6346
53, 2839, 474683.987568, 4975738.50668
53, 2840, 474680.922757, 4975735.44186
53, 2841, 474682.965397, 4975732.37705
53, 2842, 474701.350434, 4975727.27173
53, 2843, 474717.690702, 4975723.18432
53, 2844, 474728.923946, 4975723.18432
53, 2845, 474739.13672, 4975725.22909
53, 2846, 474744.244171, 4975725.22909
53, 2847, 474748.329026, 4975722.16428
53, 2848, 474753.436477, 4975715.01419
53, 2849, 474756.49916, 4975710.92891
53, 2850, 474768.754575, 4975708.88669
53, 2851, 474785.095269, 4975712.97155
53, 2852, 474807.563458, 4975721.14168
53, 2853, 474811.65044, 4975725.22909
53, 2854, 474812.670909, 4975729.31437
53, 2855, 474812.670909, 4975731.35658
53, 2856, 474804.500349, 4975739.52714
53, 2857, 474791.222764, 4975747.69941
53, 2858, 474788.16008, 4975748.71945
53, 2859, 474783.052629, 4975750.76209
53, 2860, 474777.947306, 4975748.71945
53, 2861, 474771.819386, 4975746.67681
53, 2862, 474763.649251, 4975745.65677
53, 2863, 474760.58444, 4975746.67681
53, 2864, 474757.521757, 4975747.69941
53, 2865, 474755.479117, 4975752.80473
53, 2866, 474755.479117, 4975755.86954
53, 2867, 474756.49916, 4975766.08444
53, 2868, 474756.49916, 4975770.1693
53, 2869, 474753.436477, 4975773.23241
53, 2870, 474747.306855, 4975778.33986
53, 2871, 474745.264215, 4975781.40467
53, 2872, 474736.073611, 4975784.46735
53, 2873, 474715.648062, 4975790.59697
53, 2874, 474708.498397, 4975794.68225
53, 2875, 474703.393074, 4975799.78971
53, 2876, 474699.307794, 4975804.89503
53, 2877, 474698.285622, 4975813.06729
53, 2878, 474695.220386, 4975821.23743
53, 2879, 474688.072848, 4975833.49497
53, 2880, 474681.944928, 4975845.75038
53, 2881, 474676.837477, 4975853.92264
53, 2882, 474673.774794, 4975859.02797
53, 2883, 474671.732154, 4975860.05014
53, 2884, 474667.647299, 4975862.09278
53, 2885, 474665.604659, 4975862.09278
53, 2886, 474663.562019, 4975862.09278
54, 2888, 475756.348461, 4977371.69013
54, 2889, 475748.178326, 4977359.43471
54, 2890, 475742.050832, 4977354.32726
54, 2891, 475731.838057, 4977351.26245
54, 2892, 475723.667923, 4977352.28462
54, 2893, 475686.901679, 4977379.86239
54, 2894, 475648.091094, 4977409.48024
54, 2895, 475608.262167, 4977422.75996
54, 2896, 475558.218338, 4977428.88788
54, 2897, 475505.110124, 4977429.91005
54, 2898, 475448.9388, 4977425.82306
54, 2899, 475395.832288, 4977413.56765
54, 2900, 475367.234052, 4977399.26747
54, 2901, 475333.533045, 4977376.79715
54, 2902, 475291.659776, 4977351.26245
54, 2903, 475243.658587, 4977326.74949
54, 2904, 475197.700038, 4977301.21436
54, 2905, 475163.996904, 4977279.76664
54, 2906, 475126.208489, 4977256.27416
54, 2907, 475091.484886, 4977237.88912
54, 2908, 475061.866606, 4977223.59107
54, 2909, 475030.206111, 4977192.94849
54, 2910, 475012.845374, 4977149.03045
54, 2911, 474996.505105, 4977134.73027
54, 2912, 474981.184879, 4977121.45268
54, 2913, 474976.077428, 4977106.13246
54, 2914, 474968.929465, 4977090.8101
54, 2915, 474947.481745, 4977073.44766
54, 2916, 474928.078367, 4977056.0848
54, 2917, 474921.950447, 4977035.65712
54, 2918, 474890.289952, 4977005.01454
54, 2919, 474870.884447, 4976971.30928
54, 2920, 474848.416684, 4976934.54133
54, 2921, 474827.991135, 4976894.70602
54, 2922, 474812.670909, 4976857.93595
54, 2923, 474811.65044, 4976830.36031
54, 2924, 474806.542989, 4976810.9531
54, 2925, 474790.20272, 4976778.27001
54, 2926, 474782.03216, 4976740.47734
54, 2927, 474767.734531, 4976672.04677
54, 2928, 474757.521757, 4976613.82643
54, 2929, 474752.414306, 4976538.24577
54, 2930, 474749.349495, 4976487.17551
54, 2931, 474749.349495, 4976444.27965
54, 2932, 474751.393837, 4976392.18722
54, 2933, 474760.58444, 4976346.22655
54, 2934, 474775.904666, 4976308.43643
54, 2935, 474797.350684, 4976257.36617
54, 2936, 474819.820575, 4976216.51082
54, 2937, 474827.991135, 4976193.02046
54, 2938, 474826.968538, 4976165.44269
54, 2939, 474824.925898, 4976138.88752
54, 2940, 474827.991135, 4976111.30975
54, 2941, 474827.991135, 4976080.66717
54, 2942, 474817.77836, 4976043.89923
54, 2943, 474813.69308, 4975961.16635
54, 2944, 474820.841044, 4975933.58858
54, 2945, 474836.161269, 4975910.09822
54, 2946, 474885.182501, 4975882.52046
54, 2947, 474931.14105, 4975867.20023
54, 2948, 474961.779374, 4975865.15759
54, 2949, 474981.184879, 4975872.30768
54, 2950, 474992.419825, 4975881.49828
54, 2951, 475003.653068, 4975881.49828
54, 2952, 475028.163471, 4975886.60574
54, 2953, 475060.846563, 4975913.16091
54, 2954, 475080.24994, 4975921.33317
54, 2955, 475112.932606, 4975923.37581
54, 2956, 475136.421264, 4975919.29053
54, 2957, 475147.656209, 4975919.29053
54, 2958, 475158.89158, 4975907.03341
54, 2959, 475160.933795, 4975882.52046
54, 2960, 475167.061715, 4975855.96528
54, 2961, 475245.701227, 4975807.95984
54, 2962, 475288.594965, 4975774.25458
54, 2963, 475325.36291, 4975748.71945
54, 2964, 475347.831099, 4975732.37705
54, 2965, 475371.319332, 4975718.079
54, 2966, 475426.470612, 4975704.80141
54, 2967, 475480.599295, 4975706.84405
54, 2968, 475506.132295, 4975709.90674
54, 2969, 475565.366302, 4975713.99414
54, 2970, 475611.32485, 4975726.24913
54, 2971, 475662.39085, 4975748.71945
54, 2972, 475700.177137, 4975768.12708
54, 2973, 475736.945508, 4975787.53216
54, 2974, 475775.753966, 4975815.10993
54, 2975, 475811.499741, 4975843.70774
54, 2976, 475849.288155, 4975874.35032
54, 2977, 475881.969118, 4975904.99077
54, 2978, 475913.629613, 4975940.73867
54, 2979, 475936.097802, 4975967.29597
54, 2980, 475954.480711, 4976004.06392
54, 2981, 475968.778765, 4976046.96191
54, 2982, 475981.034179, 4976095.98953
54, 2983, 475988.183845, 4976158.2926
54, 2984, 475999.417088, 4976257.36617
54, 2985, 476008.609394, 4976375.84695
54, 2986, 476012.694674, 4976486.15547
54, 2987, 476016.779954, 4976567.86575
54, 2988, 476013.716845, 4976620.97652
54, 2989, 475998.396619, 4976667.95937
54, 2990, 475986.141631, 4976713.92217
54, 2991, 475973.886216, 4976750.69224
54, 2992, 475938.140442, 4976802.78297
54, 2993, 475862.563613, 4977003.9945
54, 2994, 475849.288155, 4977044.84985
54, 2995, 475837.032741, 4977096.94015
54, 2996, 475817.627235, 4977150.05049
54, 2997, 475808.434929, 4977194.99113
54, 2998, 475797.201686, 4977238.91129
54, 2999, 475789.031552, 4977282.82933
54, 3000, 475774.733923, 4977318.57936
54, 3001, 475761.455912, 4977339.00703
54, 3002, 475757.371057, 4977346.155
54, 3003, 475757.371057, 4977351.26245
54, 3004, 475757.371057, 4977354.32726
54, 3005, 475764.519021, 4977366.58438
55, 3007, 474644.156514, 4976084.75458
55, 3008, 474553.262012, 4976085.77463
55, 3009, 474547.134092, 4976084.75458
55, 3010, 474545.091452, 4976076.58232
55, 3011, 474544.069281, 4975896.82064
55, 3012, 474472.57986, 4975895.79804
55, 3013, 474472.57986, 4975823.28007
55, 3014, 474494.025452, 4975822.26002
55, 3015, 474493.005409, 4975697.65132
55, 3016, 474493.005409, 4975682.3311
55, 3017, 474441.939409, 4975671.09615
55, 3018, 474339.810388, 4975674.15883
55, 3019, 474240.744476, 4975676.20147
55, 3020, 474199.892101, 4975676.20147
55, 3021, 474139.635923, 4975677.22365
55, 3022, 474062.017561, 4975680.28675
55, 3023, 474036.484561, 4975684.37374
55, 3024, 474039.548393, 4975891.71319
55, 3025, 474041.591969, 4976153.18515
55, 3026, 474043.634524, 4976370.7395
55, 3027, 474042.613247, 4976376.867
55, 3028, 474041.591969, 4976387.0819
55, 3029, 474037.505838, 4976397.29467
55, 3030, 474031.378174, 4976438.15003
55, 3031, 474030.356896, 4976495.34778
55, 3032, 474036.484561, 4976736.39249
55, 3033, 474037.505838, 4976895.72862
55, 3034, 474135.550643, 4976894.70602
55, 3035, 474152.912232, 4976898.7913
55, 3036, 474354.108442, 4976896.74866
55, 3037, 474469.515049, 4976893.68598
55, 3038, 474488.920129, 4976891.64334
55, 3039, 474510.366147, 4976887.55636
55, 3040, 474537.941787, 4976886.53589
55, 3041, 474537.941787, 4976839.55304
55, 3042, 474583.900336, 4976838.53045
55, 3043, 474581.857696, 4976826.27333
55, 3044, 474579.815056, 4976812.99574
55, 3045, 474577.772416, 4976804.82518
55, 3046, 474573.687561, 4976792.56807
55, 3047, 474595.135281, 4976791.5476
55, 3048, 474688.072848, 4976789.50496
55, 3049, 474768.754575, 4976788.48279
56, 3051, 476013.716845, 4976075.56185
56, 3052, 475999.417088, 4976016.32146
56, 3053, 475981.034179, 4975968.31602
56, 3054, 475957.545522, 4975923.37581
56, 3055, 475919.757533, 4975877.413
56, 3056, 475892.181893, 4975849.83524
56, 3057, 475823.755155, 4975793.66008
56, 3058, 475738.987723, 4975728.29177
56, 3059, 475707.327228, 4975707.8641
56, 3060, 475660.346508, 4975687.43642
56, 3061, 475584.771807, 4975658.83861
56, 3062, 475517.365113, 4975620.0259
57, 3064, 474644.156514, 4976084.75458
57, 3065, 474642.114299, 4975682.3311
57, 3066, 474844.331404, 4975680.28675
57, 3067, 474845.351447, 4975783.44731
57, 3068, 474895.395276, 4975782.42471
57, 3069, 474980.16441, 4975783.44731
57, 3070, 475026.120831, 4975787.53216
57, 3071, 475121.103166, 4975801.83235
57, 3072, 475174.209678, 4975799.78971
57, 3073, 475215.062904, 4975790.59697
57, 3074, 475235.488453, 4975781.40467
57, 3075, 475255.914001, 4975766.08444
57, 3076, 475304.935234, 4975722.16428
57, 3077, 475323.318143, 4975709.90674
57, 3078, 475357.021277, 4975692.54387
57, 3079, 475407.065106, 4975675.18143
57, 3080, 475429.533295, 4975670.07398
57, 3081, 475453.023655, 4975668.03134
57, 3082, 475486.726789, 4975668.03134
57, 3083, 475501.024844, 4975663.94606
57, 3084, 475517.365113, 4975620.0259
58, 3086, 475943.245765, 4975659.86121
58, 3087, 475891.161424, 4975623.09071
58, 3088, 475856.436118, 4975600.62082
58, 3089, 475833.967929, 4975589.38544
58, 3090, 475807.414461, 4975593.47072
58, 3091, 475775.753966, 4975590.40591
58, 3092, 475745.115643, 4975571.00041
58, 3093, 475724.690094, 4975549.55056
58, 3094, 475703.241948, 4975510.73785
58, 3095, 475698.134923, 4975478.05476
58, 3096, 475707.327228, 4975457.62708
58, 3097, 475717.540003, 4975443.32732
58, 3098, 475743.073003, 4975420.85701
58, 3099, 475764.519021, 4975425.96446
58, 3100, 475778.818777, 4975425.96446
58, 3101, 475803.329606, 4975430.04931
58, 3102, 475830.903118, 4975452.51963
58, 3103, 475860.520973, 4975455.58444
58, 3104, 475876.861667, 4975453.5418
58, 3105, 475932.012522, 4975457.62708
58, 3106, 475960.608631, 4975470.90466
58, 3107, 475969.800936, 4975482.14004
58, 3108, 475975.928856, 4975496.43979
58, 3109, 475973.886216, 4975529.12288
58, 3110, 475973.886216, 4975575.08569
58, 3111, 475974.906259, 4975613.8984
58, 3112, 475966.736125, 4975640.45357
58, 3113, 475954.480711, 4975654.75375
58, 3114, 475943.245765, 4975659.86121
59, 3116, 475627.665545, 4975371.83152
59, 3117, 475646.048454, 4975499.50248
59, 3118, 475677.708948, 4975612.8758
59, 3119, 475757.371057, 4975721.14168
59, 3120, 475845.202875, 4975786.50999
59, 3121, 475914.650082, 4975855.96528
59, 3122, 475973.886216, 4975926.44062
59, 3123, 476015.759485, 4976021.42891
59, 3124, 476017.802125, 4976065.34695
59, 3125, 476013.716845, 4976075.56185
60, 3127, 475572.516393, 4975260.50083
60, 3128, 475627.665545, 4975371.83152
61, 3130, 475517.365113, 4975620.0259
61, 3131, 475478.556655, 4975585.30059
61, 3132, 475434.640746, 4975547.50792
61, 3133, 475419.32052, 4975534.23033
61, 3134, 475391.747008, 4975503.58988
61, 3135, 475370.299288, 4975474.98994
61, 3136, 475362.128728, 4975457.62708
61, 3137, 475357.021277, 4975421.87918
61, 3138, 475363.149197, 4975387.15174
61, 3139, 475366.214008, 4975370.80892
61, 3140, 475372.341503, 4975353.44648
61, 3141, 475396.852332, 4975290.12081
61, 3142, 475409.107746, 4975275.82105
61, 3143, 475463.236429, 4975280.92808
61, 3144, 475543.918582, 4975280.92808
61, 3145, 475572.516393, 4975260.50083
62, 3147, 476802.158437, 4975183.89757
62, 3148, 475724.690094, 4975184.91974
62, 3149, 475716.517832, 4975211.47492
62, 3150, 475706.305057, 4975235.98787
62, 3151, 475689.964363, 4975274.80059
62, 3152, 475688.944319, 4975292.16345
62, 3153, 475688.944319, 4975322.80603
62, 3154, 475684.859039, 4975338.12626
62, 3155, 475679.751588, 4975345.27592
62, 3156, 475671.581454, 4975353.44648
62, 3157, 475651.155905, 4975363.66138
62, 3158, 475627.665545, 4975371.83152
63, 3160, 475572.516393, 4975260.50083
63, 3161, 475607.239996, 4975214.54015
63, 3162, 475620.517582, 4975203.30478
63, 3163, 475624.602862, 4975201.26044
63, 3164, 475624.602862, 4975197.17516
63, 3165, 475629.708185, 4975195.13252
63, 3166, 475753.285777, 4975083.80179
63, 3167, 475788.009381, 4975066.43905
63, 3168, 475796.179515, 4975061.3316
63, 3169, 475805.372246, 4975058.26879
63, 3170, 475871.756344, 4975064.3965
63, 3171, 475930.990351, 4975067.46135
63, 3172, 475983.076394, 4975068.48161
63, 3173, 476033.120223, 4975062.35394
63, 3174, 476087.248906, 4975052.13904
63, 3175, 476132.187412, 4975041.92643
63, 3176, 476188.358735, 4975026.60621
63, 3177, 476223.082338, 4975014.34867
63, 3178, 476283.338516, 4974988.81354
63, 3179, 476336.445028, 4974963.28054
63, 3180, 476384.446217, 4974934.6806
63, 3181, 476402.831254, 4974920.38255
64, 3183, 475550.048204, 4974920.38255
64, 3184, 475552.088716, 4974933.66056
64, 3185, 475573.536862, 4975068.48161
64, 3186, 475572.516393, 4975074.60927
64, 3187, 475576.601673, 4975077.67412
64, 3188, 475587.83449, 4975108.31666
64, 3189, 475578.643887, 4975171.64216
64, 3190, 475572.516393, 4975260.50083
65, 3192, 474068.145226, 4975087.889
65, 3193, 476672.452925, 4975087.889
65, 3194, 476672.452925, 4978459.45848
65, 3195, 474068.145226, 4978459.45848
65, 3196, 474068.145226, 4978459.45848
65, 3197, 474068.145226, 4975087.889
65, 3198, 476672.452925, 4975087.889
65, 3199, 476672.452925, 4978459.45848
65, 3200, 474068.145226, 4978459.45848
65, 3201, 473967.036673, 4976968.2466
65, 3202, 474018.101397, 4976974.37409
65, 3203, 474055.889896, 4976982.54423
65, 3204, 474121.252589, 4977003.9945
65, 3205, 474169.253778, 4977022.37954
65, 3206, 474222.361567, 4977050.97735
65, 3207, 474267.297519, 4977082.63997
65, 3208, 474330.618933, 4977133.7081
65, 3209, 474460.322318, 4977254.23152
65, 3210, 474586.965147, 4977394.16002
65, 3211, 474620.666154, 4977444.2081
65, 3212, 474696.242982, 4977608.64956
65, 3213, 474718.711171, 4977662.7825
65, 3214, 474735.05144, 4977699.55257
65, 3215, 474754.456946, 4977733.25783
65, 3216, 474827.991135, 4977836.41754
65, 3217, 475075.144617, 4978128.53208
65, 3218, 475088.420075, 4978152.02371
65, 3219, 475104.762471, 4978185.72898
65, 3220, 475118.038355, 4978218.41292
65, 3221, 475130.293344, 4978256.20431
65, 3222, 475136.421264, 4978286.84561
65, 3223, 475140.506118, 4978318.50738
65, 3224, 475155.826344, 4978459.45848
65, 3225, 475166.039118, 4978574.87445
65, 3226, 475168.081758, 4978627.98607
66, 3228, 474068.145226, 4978459.45848
66, 3229, 474068.145226, 4975087.889
66, 3230, 476672.452925, 4975087.889
66, 3231, 476672.452925, 4978459.45848
66, 3232, 474068.145226, 4978459.45848
66, 3233, 474068.145226, 4978459.45848
66, 3234, 474068.145226, 4975087.889
66, 3235, 476672.452925, 4975087.889
66, 3236, 476672.452925, 4978459.45848
66, 3237, 474068.145226, 4978459.45848
66, 3238, 475262.041496, 4978462.52244
66, 3239, 475226.295721, 4978462.52244
66, 3240, 475223.233038, 4978464.56593
67, 3242, 475275.319081, 4978462.52244
67, 3243, 475280.424405, 4978490.09978
67, 3244, 475290.637179, 4978522.78415
67, 3245, 475321.27763, 4978583.04458
68, 3247, 475275.319081, 4978462.52244
68, 3248, 475262.041496, 4978462.52244
69, 3250, 475415.23524, 4978461.50112
69, 3251, 475314.127965, 4978460.4798
70, 3253, 475314.127965, 4978460.4798
70, 3254, 475275.319081, 4978462.52244
71, 3256, 475586.814447, 4978517.6767
71, 3257, 475570.473753, 4978501.33515
71, 3258, 475557.196167, 4978489.07846
71, 3259, 475544.940753, 4978472.73607
71, 3260, 475533.705807, 4978458.43716
72, 3262, 475533.705807, 4978458.43716
72, 3263, 475415.23524, 4978461.50112
73, 3265, 476360.957985, 4978454.35103
73, 3266, 476360.957985, 4978540.14659
74, 3268, 476482.491235, 4978627.98607
74, 3269, 476480.448595, 4978453.32971
75, 3271, 476480.448595, 4978453.32971
75, 3272, 476360.957985, 4978454.35103
76, 3274, 476581.558424, 4978627.98607
76, 3275, 476580.535827, 4978452.30839
77, 3277, 476580.535827, 4978452.30839
77, 3278, 476480.448595, 4978453.32971
78, 3280, 476680.623485, 4978451.28707
78, 3281, 476580.535827, 4978452.30839
79, 3283, 475868.691533, 4978405.32554
79, 3284, 475882.989162, 4978471.71475
79, 3285, 475887.074442, 4978489.07846
79, 3286, 475887.074442, 4978582.02454
79, 3287, 475882.989162, 4978613.68716
79, 3288, 475878.904307, 4978627.98607
80, 3290, 475868.691533, 4978405.32554
80, 3291, 475800.264795, 4978507.46393
80, 3292, 475783.924101, 4978547.29668
80, 3293, 475778.818777, 4978570.78917
80, 3294, 475779.839246, 4978591.216
80, 3295, 475779.839246, 4978627.98607
81, 3297, 475262.041496, 4978462.52244
81, 3298, 475262.041496, 4978431.88071
81, 3299, 475262.041496, 4978422.68841
81, 3300, 475259.998856, 4978416.56049
81, 3301, 475256.934045, 4978409.41082
81, 3302, 475251.828721, 4978400.21809
82, 3304, 476115.847143, 4978397.15413
82, 3305, 476126.059917, 4978414.51827
82, 3306, 476145.46287, 4978443.11608
82, 3307, 476181.208644, 4978499.29251
82, 3308, 476218.997058, 4978561.59686
82, 3309, 476227.167193, 4978577.93841
82, 3310, 476231.252473, 4978592.23732
82, 3311, 476233.295113, 4978610.62235
82, 3312, 476231.252473, 4978625.94258
82, 3313, 476230.230302, 4978627.98607
83, 3315, 474225.425101, 4978394.0906
83, 3316, 474218.276287, 4978440.05212
83, 3317, 474206.020021, 4978487.03625
84, 3319, 474225.425101, 4978394.0906
84, 3320, 474191.721967, 4978390.00532
85, 3322, 474182.530512, 4978487.03625
85, 3323, 474190.700647, 4978486.01365
85, 3324, 474193.764607, 4978480.90748
85, 3325, 474191.721967, 4978390.00532
86, 3327, 474191.721967, 4978390.00532
86, 3328, 474107.97611, 4978381.83305
87, 3330, 473938.44099, 4978383.87655
87, 3331, 474029.335619, 4978378.76909
87, 3332, 474107.97611, 4978381.83305
88, 3334, 475986.141631, 4978627.98607
88, 3335, 475991.246954, 4978607.55839
88, 3336, 475996.354405, 4978558.53205
88, 3337, 475995.331808, 4978514.61274
88, 3338, 475995.331808, 4978479.88616
88, 3339, 475992.269125, 4978455.3732
88, 3340, 475988.183845, 4978425.75322
88, 3341, 475980.013711, 4978396.13281
88, 3342, 475967.758296, 4978354.25656
89, 3344, 475967.758296, 4978354.25656
89, 3345, 475868.691533, 4978405.32554
90, 3347, 476360.957985, 4978540.14659
90, 3348, 476224.102382, 4978333.82889
91, 3350, 476224.102382, 4978333.82889
91, 3351, 476115.847143, 4978397.15413
92, 3353, 475415.23524, 4978461.50112
92, 3354, 475415.23524, 4978322.59352
93, 3356, 475112.932606, 4978327.70012
93, 3357, 475199.742678, 4978322.59352
94, 3359, 475533.705807, 4978458.43716
94, 3360, 475527.577887, 4978424.7319
94, 3361, 475527.577887, 4978404.30422
94, 3362, 475531.663167, 4978363.44887
94, 3363, 475528.600484, 4978350.17043
94, 3364, 475522.472564, 4978337.91502
94, 3365, 475507.152338, 4978324.63616
94, 3366, 475495.91952, 4978318.50738
94, 3367, 475481.619338, 4978315.44385
94, 3368, 475415.23524, 4978322.59352
95, 3370, 475314.127965, 4978460.4798
95, 3371, 475312.085325, 4978401.24026
95, 3372, 475309.020514, 4978394.0906
95, 3373, 475297.78727, 4978379.79041
